Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store
Lucien Albrecht Blanc de Blancs Cremant d'Alsace Brut,Sparkling,Blend,$15.99,http://www.reversewinesnob.com/2011/12/lucien-albrecht-blanc-de-blancs-cremant.html,Recommended Buy,7,8,Other
Scotto Cellars NAPA by N.A.P.A. Michael's Red Napa Valley Red Table Wine,Red,Blend,$16.99,NAPA by N.A.P.A. Michael's Red - A Fascinating Blend of Five Varieties From Four Vintages (http://www.reversewinesnob.com/2013/10/napa-michaels-red.html),Recommended Buy,7,8,Other
2005 Castillo Catadau Gran Reserva Tempranillo,Red,Tempranillo,$11.99,Castillo Catadau Gran Reserva Tempranillo 2005 - A Tempting Tempranillo (http://www.reversewinesnob.com/2013/01/castillo-catadau-gran-reserva-tempranillo.html),Recommended Buy,7,7,Naked Wines
2007 V.C.N.E. Viña Real Plata Rioja Red Wine,Red,Tempranillo,$11.99,http://www.reversewinesnob.com/2011/11/vina-real-plata-crianza-rioja-red-wine.html,Recommended Buy,7,7,Other
2008 Château de Jau Côtes du Roussillon Villages,Red,Blend,$10.99,A Weekday Winner (http://www.reversewinesnob.com/2012/03/chateau-de-jau-cotes-du-roussillon.html),Recommended Buy,7,7,Other
2008 Hess Select Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,http://www.reversewinesnob.com/2011/08/2008-hess-select-cabernet-sauvignon.html,Recommended Buy,7,7,Costco
2008 Pedroncelli Petite Sirah,Red,Petite Sirah,$11.99,http://goo.gl/OgPCv,Recommended Buy,7,7,Other
2008 Peter Lehmann Layers Barossa Red,Red,Blend,$11.99,http://goo.gl/3wmKo,Recommended Buy,7,7,Other
2008 Yalumba Eden Valley Shiraz Viognier,Red,Shiraz,$11.99,Yalumba Eden Valley Shiraz Viognier 2008 - A Solid Shiraz (http://www.reversewinesnob.com/2013/05/yalumba-eden-valley-shiraz-viognier.html),Recommended Buy,7,7,Other
2009 Barons de Rothschild (Lafite) Bordeaux Contrôlée Réserve Spéciale,Red,Blend,$9.99,http://www.reversewinesnob.com/2011/10/barons-de-rothschild-lafite-bordeaux.html,Recommended Buy,7,7,Other
2009 Bodegas Piqueras Castillo de Almansa Reserva,Red,Blend,$10.99,Bodegas Piqueras Castillo de Almansa Reserva 2009 - A Blend Three Big Grapes From Spain (http://www.reversewinesnob.com/2013/09/bodegas-piqueras-castillo-de-almansa-reserva.html),Recommended Buy,7,7,Other
2009 Bridlewood Estate Winery Paso Robles Cabernet Sauvignon,Red,Cabernet Sauvignon,$10.99,Molasses and Mocha (http://www.reversewinesnob.com/2012/03/bridlewood-paso-robles-cabernet.html),Recommended Buy,7,7,Other
2009 Castillo Labastida Crianza,Red,Tempranillo,$11.99,Castillo Labastida Crianza 2009 - A Bargain From Basque Country (http://www.reversewinesnob.com/2013/07/castillo-labastida-crianza.html),Recommended Buy,7,7,Other
2009 Chakras Reserva Malbec,Red,Malbec,$11.99,Chakras Reserva Malbec 2009 - All Good (http://www.reversewinesnob.com/2012/05/chakras-reserva-malbec-2009-all-good.html),Recommended Buy,7,7,Other
2009 Palacios Remondo La Vendimia,Red,Blend,$11.99,http://www.reversewinesnob.com/2011/11/palacios-remondo-la-vendimia-2009.html,Recommended Buy,7,7,Other
2009 Rocca Sveva Soave Classico,White,Garganega,$11.99,http://www.reversewinesnob.com/2011/07/2009-rocca-sveva-soave-classico.html,Recommended Buy,7,7,Other
2009 Saint Clair Pinot Noir Vicar's Choice,Red,Pinot Noir,$11.99,http://goo.gl/wHeHM,Recommended Buy,7,7,Costco
2009 Stoneleigh Marlborough Pinot Noir,Red,Pinot Noir,$11.99,http://www.reversewinesnob.com/2011/12/stoneleigh-marlborough-pinot-noir-2009.html,Recommended Buy,7,7,Other
2009 Vina Requingua Toro de Piedra Syrah-Cabernet Sauvignon Reserva,Red,Blend,$11.99,Toro de Piedra Syrah-Cabernet Sauvignon Reserva 2009 - An Unusual Blend Pays Off (http://www.reversewinesnob.com/2013/03/toro-de-piedra-syrah-cabernet-sauvignon-reserva.html),Recommended Buy,7,7,Other
2010 Bodegas Caro Aruma Malbec,Red,Malbec,$11.99,Bodegas Caro Aruma Malbec 2010 - Do Big Names = A Big Wine? (http://www.reversewinesnob.com/2012/06/bodegas-caro-aruma-malbec-2010-do-big.html),Recommended Buy,7,7,Other
2010 Cameron Hughes Lot 339 California Field Blend,Red,Blend,$10.99,Cameron Hughes Lot 339 California Field Blend 2010 - Every Day (http://www.reversewinesnob.com/2014/01/cameron-hughes-lot-339-california-field-blend.html),Recommended Buy,7,7,Costco
2010 Castillo de Monjardin Finca El Cerezo Chardonnay,White,Chardonnay,$10.99,http://goo.gl/Qe0av,Recommended Buy,7,7,Other
2010 Cave de Lugny Les Charmes Macon-Lugny Single Vineyard Chardonnay ,White,Chardonnay,$11.99,Cave de Lugny Les Charmes Chardonnay 2010 - Charmed (http://www.reversewinesnob.com/2012/08/cave-de-lugny-les-charmes-chardonnay.html),Recommended Buy,7,7,Other
2010 Château de Fontenille Bordeaux Clairet,Rosé,Cabernet Franc,$11.99,http://goo.gl/tKJ0q,Recommended Buy,7,7,Other
2010 Château la Freynelle Bordeaux,White,Blend,$11.99,http://goo.gl/3GoZJ,Recommended Buy,7,7,Other
2010 De Martino Legado Reserva Chardonnay,White,Chardonnay,$11.99,De Martino Legado Reserva Chardonnay 2010 - Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/04/de-martino-legado-reserva-chardonnay.html),Recommended Buy,7,7,Other
2010 Dourthe La Grande Cuvée Sauvignon Blanc Bordeaux,White,Sauvignon Blanc,$11.99,http://goo.gl/9cXmp,Recommended Buy,7,7,Other
2010 Echelon Red Blend,Red,Blend,$11.99,Echelon Red Blend 2010 - A Fine Find For Pizza Night (http://www.reversewinesnob.com/2012/06/echelon-red-blend-2010-fine-find-for.html),Recommended Buy,7,7,Other
2010 Golan Heights Winery Golan Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,Golan Cabernet Sauvignon Galilee 2010 - It Rocks (http://www.reversewinesnob.com/2013/03/golan-cabernet-sauvignon-galilee.html),Recommended Buy,7,7,Other
2010 Licia Rias Baixas Albarino,White,Albarino,$11.99,A Summer Staple (http://www.reversewinesnob.com/2012/04/licia-rias-baixas-albarino-2010-summer.html),Recommended Buy,7,7,Other
2010 Restivo Cabernet Sauvignon Reserve,Red,Cabernet Sauvignon,$11.99,"Restivo Cabernet Sauvignon Reserve 2010 - Big, Fruity and Fun (http://www.reversewinesnob.com/2013/04/restivo-cabernet-sauvignon-reserve.html)",Recommended Buy,7,7,Costco
2010 Robert Mondavi Chardonnay Private Selection,White,Chardonnay,$10.99,http://goo.gl/liyuE,Recommended Buy,7,7,Other
2010 Santa Rita Medalla Real Gran Reserva Chardonnay,White,Chardonnay,$12.99,Tour of Chile Part 2 (Coastal Whites) (http://www.reversewinesnob.com/2012/04/santa-rita-medalla-real-gran-reserva.html),Recommended Buy,7,7,Other
2010 Señorío de Sarría Rosado Viñedo No 5,Rosé,Garnacha,$15.99,http://www.reversewinesnob.com/2011/07/2010-senorio-de-sarria-rosado-vinedo-no.html,Recommended Buy,7,7,Other
2010 St Hallett Faith Shiraz,Red,Shiraz,$11.99,St Hallett Faith Shiraz 2010 - Juicy and Spicy (http://www.reversewinesnob.com/2013/08/st-hallett-faith-shiraz.html),Recommended Buy,7,7,Other
2010 Vigilance Cabernet Sauvignon,Red,Cabernet Sauvignon,$11.99,Vigilance Cabernet Sauvignon 2010 - Very Easy To Drink (http://www.reversewinesnob.com/2013/08/vigilance-cabernet-sauvignon.html),Recommended Buy,7,7,Other
2010 Zantho Zweigelt,Red,Zweigelt,$11.99,Zantho Zweigelt 2010 - Awesome Austrians Wine #1 (http://www.reversewinesnob.com/2012/10/zantho-zweigelt-2010-awesome-austrians.html),Recommended Buy,7,7,Other
2011 Bodegas Mas Que Vinos Ercavio Tempranillo Roble,Red,Tempranillo,$11.99,"Bodegas Mas Que Vinos Ercavio Tempranillo 2011 - Cola, Coffee and Chocolate (http://www.reversewinesnob.com/2014/06/bodegas-mas-que-vinos-ercavio-tempranillo.html)",Recommended Buy,7,7,Other
2011 Bouchard Aine & Fils Vin de Pays d'Oc Chardonnay,White,Chardonnay,$7.99,Bouchard Aine & Fils Chardonnay Vin de Pays d'Oc 2011 - Simply Good (http://www.reversewinesnob.com/2014/04/bouchard-aine-fils-chardonnay.html),Recommended Buy,7,7,Other
2011 Franciscan Estate Napa Valley Chardonnay,White,Chardonnay,$11.99,Franciscan Estate Napa Valley Chardonnay 2011 - Solid! (http://www.reversewinesnob.com/2013/04/franciscan-estate-napa-valley-chardonnay.html),Recommended Buy,7,7,Other
2011 Georges DuBoeuf Brouilly,Red,Beaujolais,$11.99,"Georges Duboeuf Brouilly 2011 - Simple, Jammy and Good (http://www.reversewinesnob.com/2012/11/georges-duboeuf-brouilly-2011.html)",Recommended Buy,7,7,Other
2011 Paul Mas Estate Pinot Noir Saint Hilaire Vineyard,Red,Pinot Noir,$10.99,Paul Mas Estate Pinot Noir Saint Hilaire Vineyard 2011 - Down To Earth (http://www.reversewinesnob.com/2014/03/paul-mas-estate-pinot-noir-saint-hilaire-vineyard.html),Recommended Buy,7,7,Other
2011 Three Brothers Zero Degree Dry Riesling,White,Riesling,$11.99,Finger Lakes Riesling Roundup - Round Two! (http://www.reversewinesnob.com/2012/10/finger-lakes-riesling-roundup-round-two.html),Recommended Buy,7,7,Other
2011 Toscano Vineyards Artigiani Montepulciano d'Abruzzo,Red,Montepulciano,$11.99,Toscano Vineyards Artigiani Red Wines - Four Fine Italians (http://www.reversewinesnob.com/2013/06/toscano-vineyards-artigiani-red-wines.html),Recommended Buy,7,7,Other
2011 Tudal Family Winery Tractor Shed Red,Red,Blend,$10.99,Tractor Shed Red 2011 - Tart and Tasty (http://www.reversewinesnob.com/2014/03/tractor-shed-red.html),Recommended Buy,7,7,Costco
2011 Vinum Cellars Paso Robles California Zinfandel,Red,Zinfandel,$10.99,Vinum Cellars Paso Robles Zinfandel 2011 - An Easy Drinker (http://www.reversewinesnob.com/2013/05/vinum-cellars-paso-robles-california-zinfandel.html),Recommended Buy,7,7,Other
2012 Byron Santa Barbara County Chardonnay,White,Chardonnay,$11.99,Byron Santa Barbara County Chardonnay and Pinot Noir - Easy (http://www.reversewinesnob.com/2014/07/byron-santa-barbara-county-chardonnay-pinot-noir.html),Recommended Buy,7,7,Other
2012 Domaine Skouras Anassa White Blend,White,Blend,$11.99,Skouras Anassa 2012 - A Moschofilero For The Masses (http://www.reversewinesnob.com/2014/01/skouras-anassa.html),Recommended Buy,7,7,Whole Foods
Fizz 56 Brachetto Spumante Sparkling Red,Sparkling,Brachetto,$10.99,"Fizz 56 Brachetto Spumante Sparkling Red - Move Over Moscato, Make Way For Brachetto (http://www.reversewinesnob.com/2014/09/fizz-56-brachetto-spumante-sparkling-red.html)",Recommended Buy,7,7,Other
Valdo Nerello Mascalese Brut Rosé,Sparkling,Blend,$11.99,http://www.reversewinesnob.com/2011/12/valdo-nerello-mascalese-brut-rose.html,Recommended Buy,7,7,Other
2006 Epicuro Salice Salentino Riserva,Red,Negroamaro,$5.99,http://goo.gl/Dqwbt,Recommended Buy,7,6,Trader Joe's
2008 Archeo Nero d'Avola Ruggero di Tasso Sicilia IGT,Red,Nero d'Avola,$4.99,http://goo.gl/61twK,Recommended Buy,7,6,Trader Joe's
2008 Epicuro Aglianico Beneventano IGT,Red,Aglianico,$5.99,http://goo.gl/8SVmM,Recommended Buy,7,6,Trader Joe's
2008 Malón de Echaide Tinto Roble,Red,Garnacha,$1.50,http://www.reversewinesnob.com/2011/08/2008-malon-de-echaide-tinto-roble.html,Recommended Buy,7,6,Other
2009 Big House The Usual Suspect Cabernet Sauvignon,Red,Cabernet Sauvignon,$5.99,http://www.reversewinesnob.com/2011/08/2009-big-house-cabernet-sauvignon-usual.html,Recommended Buy,7,6,Other
2009 Chariot Gypsy,Red,Blend,$4.99,http://goo.gl/tOFEU,Recommended Buy,7,6,Trader Joe's
2009 Chiusa Grande Montepulciano d'Abruzzo Tommolo,Red,Montepulciano,$5.99,http://goo.gl/F1iiZ,Recommended Buy,7,6,Trader Joe's
2009 Epicuro Salice Salentino Riserva,Red,Blend,$5.99,"TJ's Classics - Trader Joe's Week Wines #8, #9 and #10 (http://www.reversewinesnob.com/2013/06/tjs-classics-trader-joes-week-wines.html)",Recommended Buy,7,6,Trader Joe's
2009 La Granja Cariñena Tempranillo & Garnacha,Red,Blend,$4.99,http://goo.gl/XfYHW,Recommended Buy,7,6,Trader Joe's
2009 La Granja Syrah,Red,Syrah,$4.99,http://goo.gl/z00vS,Recommended Buy,7,6,Trader Joe's
2009 Line 39 Petite Sirah North Coast,Red,Petite Sirah,$5.99,http://goo.gl/VyByd,Recommended Buy,7,6,Other
2009 Mirassou Merlot,Red,Merlot,$5.99,http://www.reversewinesnob.com/2011/12/mirassou-merlot-2009-quite-nice-for.html,Recommended Buy,7,6,Other
2009 San Antonio Winery Tres Pinos Three Pines Cuvee,Red,Blend,$4.99,http://goo.gl/ms4Rm,Recommended Buy,7,6,Trader Joe's
2009 Smoking Loon Old Vine Zinfandel,Red,Zinfandel,$5.99,Smoking Loon Old Vine Zinfandel 2009 - Cheap and Complete (http://www.reversewinesnob.com/2012/08/smoking-loon-old-vine-zinfandel-2009.html),Recommended Buy,7,6,Other
2009 Spiral Wines Cabernet Sauvignon,Red,Cabernet Sauvignon,$4.99,http://goo.gl/q0az6,Recommended Buy,7,6,Trader Joe's
2009 Trader Joe's Tempranillo Petit Reserve,Red,Tempranillo,$5.99,http://goo.gl/25YNY,Recommended Buy,7,6,Trader Joe's
2009 Trentatre Rosso 33,Red,Blend,$5.99,http://goo.gl/2RItl,Recommended Buy,7,6,Trader Joe's
2009 Woodbridge by Robert Mondavi Zinfandel,Red,Zinfandel,$5.99,http://www.reversewinesnob.com/2011/11/woodbridge-zinfandel-by-robert-mondavi.html,Recommended Buy,7,6,Other
2010 Finca La Celia Malbec,Red,Malbec,$3.99,http://goo.gl/ZGeHM,Recommended Buy,7,6,Trader Joe's
2010 FlipFlop Pinot Grigio,White,Pinot Grigio,$5.99,http://www.reversewinesnob.com/2011/08/2010-flipflop-pinot-grigio-light-crisp.html,Recommended Buy,7,6,Other
2010 FlipFlop Riesling,White,Riesling,$5.99,http://www.reversewinesnob.com/2011/08/2010-flipflop-riesling-all-kinds-of.html,Recommended Buy,7,6,Other
2010 Santa Julia Organica Cabernet Sauvignon,Red,Cabernet Sauvignon,$5.99,http://www.reversewinesnob.com/2011/12/santa-julia-organica-cabernet-sauvignon.html,Recommended Buy,7,6,Other
2010 Woodbridge by Robert Mondavi Pinot Grigio,White,Pinot Grigio,$5.99,http://www.reversewinesnob.com/2011/08/2010-woodbridge-pinot-grigio-by-robert.html,Recommended Buy,7,6,Other
2011 Epicuro Aglianico,Red,Aglianico,$5.99,"Cheap And Tasty - Trader Joe's Top Picks Wines 7, 8, 9 & 10 (http://www.reversewinesnob.com/2014/05/cheap-and-tasty-trader-joes-top-picks.html)",Recommended Buy,7,6,Trader Joe's
2011 FishEye Riesling,White,Riesling,$4.99,FishEye Riesling 2011 - Easy Like Sunday Morning (http://www.reversewinesnob.com/2012/11/fisheye-riesling-2011-easy-like-sunday-morning.html),Recommended Buy,7,6,Other
2011 Fontana Candida Frascati Superiore,White,Blend,$5.99,Fontana Candida Frascati Superiore 2011 - Feeling Frascati (http://www.reversewinesnob.com/2013/01/fontana-candida-frascati-superiore.html),Recommended Buy,7,6,Other
2011 Trentatre Rosso 33,Red,Blend,$5.99,"TJ's Classics - Trader Joe's Week Wines #8, #9 and #10 (http://www.reversewinesnob.com/2013/06/tjs-classics-trader-joes-week-wines.html)",Recommended Buy,7,6,Trader Joe's
 2011 Woodbridge Sweet Red,Red,Blend,$5.99,Woodbridge by Robert Mondavi Sweet Red and Sweet White - Fruit Cocktails In A Bottle (http://www.reversewinesnob.com/2013/05/woodbridge-by-robert-mondavi-sweet-red-and-white.html),Recommended Buy,7,6,Other
 2011 Woodbridge Sweet White,White,Blend,$5.99,Woodbridge by Robert Mondavi Sweet Red and Sweet White - Fruit Cocktails In A Bottle (http://www.reversewinesnob.com/2013/05/woodbridge-by-robert-mondavi-sweet-red-and-white.html),Recommended Buy,7,6,Other
2012 Honey Moon Viognier,White,Viognier,$5.99,"Cheap And Tasty - Trader Joe's Top Picks Wines 7, 8, 9 & 10 (http://www.reversewinesnob.com/2014/05/cheap-and-tasty-trader-joes-top-picks.html)",Recommended Buy,7,6,Trader Joe's
2012 La Granja Tempranillo,Red,Tempranillo,$3.99,"Cheap And Tasty - Trader Joe's Top Picks Wines 7, 8, 9 & 10 (http://www.reversewinesnob.com/2014/05/cheap-and-tasty-trader-joes-top-picks.html)",Recommended Buy,7,6,Trader Joe's
"2012 Panilonco ""Chief of Lions"" Merlot Malbec Reserva",Red,Malbec,$4.99,Panilonco Merlot Malbec Reserva 2012 - Trader Joe's Top Picks Wine #4 (http://www.reversewinesnob.com/2014/05/panilonco-merlot-malbec-reserva.html),Recommended Buy,7,6,Trader Joe's
2013 Grifone Sangiovese,Red,Sangiovese,$3.99,"Cheap And Tasty - Trader Joe's Top Picks Wines 7, 8, 9 & 10 (http://www.reversewinesnob.com/2014/05/cheap-and-tasty-trader-joes-top-picks.html)",Recommended Buy,7,6,Trader Joe's
Espiral Vinho Verde,White,Vinho Verde,$4.49,Cheap and Refreshing White Wines - Trader Joe's Week Wines #2 and #3 (http://www.reversewinesnob.com/2013/06/cheap-and-refreshing-white-wines-trader-joes.html),Recommended Buy,7,6,Trader Joe's
Jack Tone Vineyards White Wine Bottle Blend 3L Bag-in-Box,White,Blend,$19.99,http://www.reversewinesnob.com/2012/01/jack-tone-vineyards-white-wine-box.html,Recommended Buy,7,6,Other
2009 Guy Saget Domaine de la Perriè Sancerre Sauvignon Blanc,White,Sauvignon Blanc,$17.99,http://www.reversewinesnob.com/2011/08/2009-guy-saget-domaine-de-la-perrie.html,Second Chance?,6.8,8,Other
2008 Cobenzl Grüner Veltliner Pfeffer,White,Gruner Veltliner,$13.99,http://www.reversewinesnob.com/2011/08/2008-cobenzl-gruner-veltliner-pfeffer.html,Second Chance?,6.8,7,Other
2009 Carmen Gran Reserva Carménère,Red,Carmenere,$14.99,http://www.reversewinesnob.com/2011/10/carmen-gran-reserva-carmenere-2009-tour.html,Second Chance?,6.8,7,Other
2009 Peter Lehmann Layers Adelaide White,White,Blend,$12.99,http://www.reversewinesnob.com/2011/08/2009-peter-lehmann-layers-adelaide.html,Second Chance?,6.8,7,Other
2010 Luna Nuda Pinot Grigio,White,Pinot Grigio,$12.99,http://www.reversewinesnob.com/2011/10/2010-luna-nuda-pinot-grigio-nice-drink.html,Second Chance?,6.8,7,Other
2010 Bodega Norton Malbec,Red,Malbec,$7.49,http://goo.gl/yWBLk,Second Chance?,6.8,6,Trader Joe's
2010 Emiliana Natura Carménère,Red,Carmenere,$7.99,http://www.reversewinesnob.com/2011/10/emiliana-natura-carmenere-2010-tour-of.html,Second Chance?,6.8,6,Other
2010 Gran Feudo Rosado,Rosé,Garnacha,$8.99,http://www.reversewinesnob.com/2011/07/2010-gran-feudo-rosado.html,Second Chance?,6.8,6,Costco
2010 Kirkland Signature Pinot Grigio,White,Pinot Grigio,$6.99,http://goo.gl/rp8NY,Second Chance?,6.8,6,Costco
2010 Stepping Stone Corallina Napa Valley Rosé,Rosé,Syrah,$18.00,http://www.reversewinesnob.com/2011/09/2010-stepping-stone-corallina-napa.html,Second Chance?,6.5,8,Other
2008 Montes Alpha Cabernet Sauvignon,Red,Cabernet Sauvignon,$14.99,http://goo.gl/ACngQ,Second Chance?,6.5,7,Costco
2010 Bouké Rosé,Rosé,Blend,$14.99,http://www.reversewinesnob.com/2011/09/bouke-wines-long-islands-finest.html,Second Chance?,6.5,7,Other
2010 Stepping Stone White Rocks! By Cornerstone,White,Blend,$15.00,http://www.reversewinesnob.com/2011/10/2010-stepping-stone-white-rocks-by.html,Second Chance?,6.5,7,Other
2007 Monte Antico Toscana IGT,Red,Blend,$8.99,http://goo.gl/m9XuW,Second Chance?,6.5,6,Costco
2008 Francis Ford Coppola Black Label Claret,Red,Cabernet Sauvignon,$9.99,http://goo.gl/NxAJA,Second Chance?,6.5,6,Costco
Lulu B. Pinot Grigio,White,Pinot Grigio,$8.99,http://www.reversewinesnob.com/2011/09/lulu-b-pinot-grigio-simple-italian.html,Second Chance?,6.5,6,Other
2009 Rock Wall Obsidian Black Rock Ranch,Red,Blend,$19.99,http://goo.gl/7oeFb,Second Chance?,6.3,8,Other
2008 Montes Alpha Carménère,Red,Carmenere,$16.99,http://www.reversewinesnob.com/2011/10/montes-alpha-carmenere-2008-tour-of.html,Second Chance?,6.3,7,Other
2009 Château Ballan-Larquette Rosé,Rosé,Blend,$11.99,http://goo.gl/kwAyM,Second Chance?,6.3,6,Other
2009 Otazu Chardonnay,White,Chardonnay,$11.99,http://goo.gl/8csjL,Second Chance?,6.3,6,Other
2010 Alex Elman Torrontés,White,Torrontés,$10.99,http://www.reversewinesnob.com/2011/08/2010-alex-elman-torrontes-flavorful-but.html,Second Chance?,6.3,6,Other
2010 Glenora Dry Riesling,White,Riesling,$11.99,http://www.reversewinesnob.com/2011/07/2010-glenora-dry-riesling.html,Second Chance?,6.3,6,Other
2008 Epicuro Nero d'Avola Sicilia IGT,Red,Nero d'Avola,$5.99,http://goo.gl/HR54o,Second Chance?,6.3,5,Trader Joe's
2007 Veramonte Primus,Red,Blend,$13.99,http://goo.gl/Us3nq,Second Chance?,6,6,Costco
2008 Erath Pinot Noir Willamette Valley,Red,Pinot Noir,$13.89,http://goo.gl/kcqTg,Second Chance?,6,6,Costco
2008 Kirkland Signature Cabernet Sauvignon Napa Valley,Red,Cabernet Sauvignon,$12.99,http://goo.gl/q0az6,Second Chance?,6,6,Costco
2008 Viña Seña Carménère Arboleda,Red,Carmenere,$13.99,http://goo.gl/Zolog,Second Chance?,6,6,Costco
2009 Glen Carlou Chardonnay,White,Chardonnay,$12.99,http://goo.gl/h4SMD,Second Chance?,6,6,Other
2009 Hess Allomi Sauvignon Blanc,White,Sauvignon Blanc,$13.99,http://goo.gl/CniH2,Second Chance?,6,6,Other
Croft Pink Rosé Porto,Port,Rosé,$13.99,http://www.reversewinesnob.com/2011/08/croft-pink-rose-porto-pink-drink-that.html,Second Chance?,6,6,Other
2008 Caves do Salgueiral Douro Azul Portugal,Red,Blend,$7.99,http://goo.gl/59vv8,Second Chance?,6,5,Costco
2009 Alamos Malbec,Red,Malbec,$7.99,http://goo.gl/pOkho,Second Chance?,6,5,Other
2010 Bodegas San Martin Senorio de UNX Garnacha,Red,Garnacha,$7.99,http://www.reversewinesnob.com/2011/07/2010-senorio-de-unx-garnacha-bodegas.html,Second Chance?,6,5,Other
2008 Padrillos Malbec (Ernesto Catena),Red,Malbec,$9.99,http://goo.gl/kcqTg,Skip It,5.8,5,Costco
2007 Cantina Zaccagnini Montepulciano d'Abruzzo,Red,Montepulciano,$11.99,http://goo.gl/Hyd6z,Skip It,5.5,5,Costco
2009 Marqués de Montañana Garnacha,Red,Garnacha,$4.99,http://goo.gl/UxBYw,Skip It,5.5,4,Trader Joe's
2009 Trader Joe's Growers Reserve Zinfandel,Red,Zinfandel,$5.49,http://goo.gl/KEASL,Skip It,5.5,4,Trader Joe's
2008 Chateau St Michelle Cabernet Sauvignon Indian Wells,Red,Cabernet Sauvignon,$13.49,http://goo.gl/kcqTg,Skip It,5.3,5,Costco
2008 Piattelli Malbec Premium,Red,Malbec,$12.99,http://goo.gl/MYlsw,Skip It,5.3,5,Other
2008 Estancia Cabernet Sauvignon,Red,Cabernet Sauvignon,$10.99,http://goo.gl/kcqTg,Skip It,4.8,4,Costco
2008 Pure Love Wines Shiraz Layer Cake,Red,Shiraz,$11.99,http://goo.gl/kcqTg,Skip It,4.8,4,Costco
2009 Bodegas Don Miguel Gascón Malbec,Red,Malbec,$10.99,http://goo.gl/B9MYF,Skip It,4.8,4,Trader Joe's
2008 Oreana Syrah Project Happiness,Red,Syrah,$5.99,http://goo.gl/DOPrw,Skip It,4.8,3,Trader Joe's
2009 Aquila d'Oro Toscana,Red,Blend,$3.99,http://goo.gl/y7opc,Skip It,4.8,3,Trader Joe's
2000 Sandeman Vau Vintage Porto,Port,Blend,$29.99,Sandeman Vau Vintage Porto 2000 - An Easy-Going Port (http://www.reversewinesnob.com/2013/09/sandeman-vau-vintage-porto-2000.html),Saturday Splurge,,,Other
 2004 Cyan La Calera Toro,Red,Tempranillo,$25.99,Cyan La Calera Toro 2004 - Dense and Delicious (http://www.reversewinesnob.com/2013/08/cyan-la-calera-toro.html),Saturday Splurge,,,Other
2004 Pratesi Carmione,Red,Blend,$22.99,"Pratesi Carmione 2004 - Dark, Dry and Delicious (http://www.reversewinesnob.com/2013/07/pratesi-carmione.html)",Saturday Splurge,,,Other
2005 Arnaldo-Caprai Collepiano Sagrantino di Montefalco,Red,Sagrantino,$49.99,Arnaldo-Caprai Collepiano Sagrantino di Montefalco 2005 - Exquisite! (http://www.reversewinesnob.com/2012/12/arnaldo-caprai-collepiano-sagrantino-di-montefalco.html),Saturday Splurge,,,Other
2005 Legaris Reserva,Red,Tempranillo,$24.99,Reveling in the Wine of Ribera Del Duero Plus 3 Top Value Picks From This Region (http://www.reversewinesnob.com/2013/04/reveling-in-the-wine-of-ribera-del-duero.html),Saturday Splurge,,,Other
2005 San Polo Mezzopane Sant'Antimo Toscana,Red,Blend,$23.99,San Polo Mezzopane Sant Antimo 2005 - One Spicy Character (http://www.reversewinesnob.com/2013/05/san-polo-mezzopane-sant-antimo.html),Saturday Splurge,,,Other
2006 Fattoria del Cerro Vino Nobile di Montepulciano Riserva,Red,Sangiovese,$24.99,"Fattoria del Cerro Vino Nobile di Montepulciano Riserva 2006 - Sophisticated, Smooth and Savory (http://www.reversewinesnob.com/2013/02/fattoria-del-cerro-vino-nobile-di-montepulciano-riserva.html)",Saturday Splurge,,,Other
2006 Podere Salicutti Rosso di Montalcino,Red,Sangiovese,$24.99,Podere Salicutti Rosso di Montalcino 2006 - Baby Brother Comes Up Big (http://www.reversewinesnob.com/2013/06/podere-salicutti-rosso-di-montalcino.html),Saturday Splurge,,,Other
2007 Abacela Estate Tempranillo,Red,Tempranillo,$21.99,http://www.reversewinesnob.com/2012/01/abacela-estate-tempranillo-2007-myriad.html,Saturday Splurge,,,Other
2007 Bonny Doon Vineyard Ca' del Solo Estate Nebbiolo,Red,Nebbiolo,$28.99,Bonny Doon Vineyard Ca' del Solo Nebbiolo 2007 - An Italian Classic From California (http://www.reversewinesnob.com/2012/09/bonny-doon-vineyard-ca-del-solo-nebbiolo.html),Saturday Splurge,,,Other
2007 Bonny Doon Vineyard Le Cigare Volant,Red,Blend,$26.99,http://www.reversewinesnob.com/2012/01/bonny-doon-vineyards-le-cigare-volant.html,Saturday Splurge,,,Other
2007 Cameron Hughes Lot 372 Brunello di Montalcino,Red,Sangiovese,$25.00,Cameron Hughes Lot 372 Brunello di Montalcino 2007 - Jackpot (http://www.reversewinesnob.com/2014/06/cameron-hughes-lot-372-brunello-di-montalcino.html),Saturday Splurge,,,Other
2007 Cameron Hughes Lot 374 Maremma Toscana Super Tuscan,Red,Blend,$26.99,Cameron Hughes Lot 374 Maremma Toscana 2007 - The Definition of Luscious (http://www.reversewinesnob.com/2014/01/cameron-hughes-lot-374-maremma-toscana.html),Saturday Splurge,,,Other
2007 Curran Santa Ynez Valley Tempranillo,Red,Tempranillo,$23.99,A Decadently Delicious Saturday Splurge (http://www.reversewinesnob.com/2012/03/curran-santa-ynez-valley-tempranillo.html),Saturday Splurge,,,Other
